"";"pais";"continente";"anio";"esperanza_de_vida";"poblacion";"pib_per_capita"
"1029";"Marruecos";"África";1992;65,393;25798239;2948,047252
"1030";"Marruecos";"África";1997;67,66;28529501;2982,101858
"1031";"Marruecos";"África";2002;69,615;31167783;3258,495584
"1032";"Marruecos";"África";2007;71,164;33757175;3820,17523
"1033";"Mozambique";"África";1952;31,286;6446316;468,5260381
"1034";"Mozambique";"África";1957;33,779;7038035;495,5868333
"1035";"Mozambique";"África";1962;36,161;7788944;556,6863539
"1036";"Mozambique";"África";1967;38,113;8680909;566,6691539
"1037";"Mozambique";"África";1972;40,328;9809596;724,9178037
"1038";"Mozambique";"África";1977;42,495;11127868;502,3197334
"1039";"Mozambique";"África";1982;42,795;12587223;462,2114149
"1040";"Mozambique";"África";1987;42,861;12891952;389,8761846
"1041";"Mozambique";"África";1992;44,284;13160731;410,8968239
"1042";"Mozambique";"África";1997;46,344;16603334;472,3460771
"1043";"Mozambique";"África";2002;44,026;18473780;633,6179466
"1044";"Mozambique";"África";2007;42,082;19951656;823,6856205
"1045";"Myanmar";"Asia";1952;36,319;20092996;331
"1046";"Myanmar";"Asia";1957;41,905;21731844;350
"1047";"Myanmar";"Asia";1962;45,108;23634436;388
"1048";"Myanmar";"Asia";1967;49,379;25870271;349
"1049";"Myanmar";"Asia";1972;53,07;28466390;357
"1050";"Myanmar";"Asia";1977;56,059;31528087;371
"1051";"Myanmar";"Asia";1982;58,056;34680442;424
"1052";"Myanmar";"Asia";1987;58,339;38028578;385
"1053";"Myanmar";"Asia";1992;59,32;40546538;347
"1054";"Myanmar";"Asia";1997;60,328;43247867;415
"1055";"Myanmar";"Asia";2002;59,908;45598081;611
"1056";"Myanmar";"Asia";2007;62,069;47761980;944
"1057";"Namibia";"África";1952;41,725;485831;2423,780443
"1058";"Namibia";"África";1957;45,226;548080;2621,448058
"1059";"Namibia";"África";1962;48,386;621392;3173,215595
"1060";"Namibia";"África";1967;51,159;706640;3793,694753
"1061";"Namibia";"África";1972;53,867;821782;3746,080948
"1062";"Namibia";"África";1977;56,437;977026;3876,485958
"1063";"Namibia";"África";1982;58,968;1099010;4191,100511
"1064";"Namibia";"África";1987;60,835;1278184;3693,731337
"1065";"Namibia";"África";1992;61,999;1554253;3804,537999
"1066";"Namibia";"África";1997;58,909;1774766;3899,52426
"1067";"Namibia";"África";2002;51,479;1972153;4072,324751
"1068";"Namibia";"África";2007;52,906;2055080;4811,060429
"1069";"Nepal";"Asia";1952;36,157;9182536;545,8657229
"1070";"Nepal";"Asia";1957;37,686;9682338;597,9363558
"1071";"Nepal";"Asia";1962;39,393;10332057;652,3968593
"1072";"Nepal";"Asia";1967;41,472;11261690;676,4422254
"1073";"Nepal";"Asia";1972;43,971;12412593;674,7881296
"1074";"Nepal";"Asia";1977;46,748;13933198;694,1124398
"1075";"Nepal";"Asia";1982;49,594;15796314;718,3730947
"1076";"Nepal";"Asia";1987;52,537;17917180;775,6324501
"1077";"Nepal";"Asia";1992;55,727;20326209;897,7403604
"1078";"Nepal";"Asia";1997;59,426;23001113;1010,892138
"1079";"Nepal";"Asia";2002;61,34;25873917;1057,206311
"1080";"Nepal";"Asia";2007;63,785;28901790;1091,359778
"1081";"Países Bajos";"Europa";1952;72,13;10381988;8941,571858
"1082";"Países Bajos";"Europa";1957;72,99;11026383;11276,19344
"1083";"Países Bajos";"Europa";1962;73,23;11805689;12790,84956
"1084";"Países Bajos";"Europa";1967;73,82;12596822;15363,25136
"1085";"Países Bajos";"Europa";1972;73,75;13329874;18794,74567
"1086";"Países Bajos";"Europa";1977;75,24;13852989;21209,0592
"1087";"Países Bajos";"Europa";1982;76,05;14310401;21399,46046
"1088";"Países Bajos";"Europa";1987;76,83;14665278;23651,32361
"1089";"Países Bajos";"Europa";1992;77,42;15174244;26790,94961
"1090";"Países Bajos";"Europa";1997;78,03;15604464;30246,13063
"1091";"Países Bajos";"Europa";2002;78,53;16122830;33724,75778
"1092";"Países Bajos";"Europa";2007;79,762;16570613;36797,93332
"1093";"Nueva Zelanda";"Oceanía";1952;69,39;1994794;10556,57566
"1094";"Nueva Zelanda";"Oceanía";1957;70,26;2229407;12247,39532
"1095";"Nueva Zelanda";"Oceanía";1962;71,24;2488550;13175,678
"1096";"Nueva Zelanda";"Oceanía";1967;71,52;2728150;14463,91893
"1097";"Nueva Zelanda";"Oceanía";1972;71,89;2929100;16046,03728
"1098";"Nueva Zelanda";"Oceanía";1977;72,22;3164900;16233,7177
"1099";"Nueva Zelanda";"Oceanía";1982;73,84;3210650;17632,4104
"1100";"Nueva Zelanda";"Oceanía";1987;74,32;3317166;19007,19129
"1101";"Nueva Zelanda";"Oceanía";1992;76,33;3437674;18363,32494
"1102";"Nueva Zelanda";"Oceanía";1997;77,55;3676187;21050,41377
"1103";"Nueva Zelanda";"Oceanía";2002;79,11;3908037;23189,80135
"1104";"Nueva Zelanda";"Oceanía";2007;80,204;4115771;25185,00911
"1105";"Nicaragua";"Américas";1952;42,314;1165790;3112,363948
"1106";"Nicaragua";"Américas";1957;45,432;1358828;3457,415947
"1107";"Nicaragua";"Américas";1962;48,632;1590597;3634,364406
"1108";"Nicaragua";"Américas";1967;51,884;1865490;4643,393534
"1109";"Nicaragua";"Américas";1972;55,151;2182908;4688,593267
"1110";"Nicaragua";"Américas";1977;57,47;2554598;5486,371089
"1111";"Nicaragua";"Américas";1982;59,298;2979423;3470,338156
"1112";"Nicaragua";"Américas";1987;62,008;3344353;2955,984375
"1113";"Nicaragua";"Américas";1992;65,843;4017939;2170,151724
"1114";"Nicaragua";"Américas";1997;68,426;4609572;2253,023004
"1115";"Nicaragua";"Américas";2002;70,836;5146848;2474,548819
"1116";"Nicaragua";"Américas";2007;72,899;5675356;2749,320965
"1117";"Niger";"África";1952;37,444;3379468;761,879376
"1118";"Niger";"África";1957;38,598;3692184;835,5234025
"1119";"Niger";"África";1962;39,487;4076008;997,7661127
"1120";"Niger";"África";1967;40,118;4534062;1054,384891
"1121";"Niger";"África";1972;40,546;5060262;954,2092363
"1122";"Niger";"África";1977;41,291;5682086;808,8970728
"1123";"Niger";"África";1982;42,598;6437188;909,7221354
"1124";"Niger";"África";1987;44,555;7332638;668,3000228
"1125";"Niger";"África";1992;47,391;8392818;581,182725
"1126";"Niger";"África";1997;51,313;9666252;580,3052092
"1127";"Niger";"África";2002;54,496;11140655;601,0745012
"1128";"Niger";"África";2007;56,867;12894865;619,6768924
"1129";"Nigeria";"África";1952;36,324;33119096;1077,281856
"1130";"Nigeria";"África";1957;37,802;37173340;1100,592563
"1131";"Nigeria";"África";1962;39,36;41871351;1150,927478
"1132";"Nigeria";"África";1967;41,04;47287752;1014,514104
"1133";"Nigeria";"África";1972;42,821;53740085;1698,388838
"1134";"Nigeria";"África";1977;44,514;62209173;1981,951806
"1135";"Nigeria";"África";1982;45,826;73039376;1576,97375
"1136";"Nigeria";"África";1987;46,886;81551520;1385,029563
"1137";"Nigeria";"África";1992;47,472;93364244;1619,848217
"1138";"Nigeria";"África";1997;47,464;106207839;1624,941275
"1139";"Nigeria";"África";2002;46,608;119901274;1615,286395
"1140";"Nigeria";"África";2007;46,859;135031164;2013,977305
"1141";"Noruega";"Europa";1952;72,67;3327728;10095,42172
"1142";"Noruega";"Europa";1957;73,44;3491938;11653,97304
"1143";"Noruega";"Europa";1962;73,47;3638919;13450,40151
"1144";"Noruega";"Europa";1967;74,08;3786019;16361,87647
"1145";"Noruega";"Europa";1972;74,34;3933004;18965,05551
"1146";"Noruega";"Europa";1977;75,37;4043205;23311,34939
"1147";"Noruega";"Europa";1982;75,97;4114787;26298,63531
"1148";"Noruega";"Europa";1987;75,89;4186147;31540,9748
"1149";"Noruega";"Europa";1992;77,32;4286357;33965,66115
"1150";"Noruega";"Europa";1997;78,32;4405672;41283,16433
"1151";"Noruega";"Europa";2002;79,05;4535591;44683,97525
"1152";"Noruega";"Europa";2007;80,196;4627926;49357,19017
"1153";"Omán";"Asia";1952;37,578;507833;1828,230307
"1154";"Omán";"Asia";1957;40,08;561977;2242,746551
"1155";"Omán";"Asia";1962;43,165;628164;2924,638113
"1156";"Omán";"Asia";1967;46,988;714775;4720,942687
"1157";"Omán";"Asia";1972;52,143;829050;10618,03855
"1158";"Omán";"Asia";1977;57,367;1004533;11848,34392
"1159";"Omán";"Asia";1982;62,728;1301048;12954,79101
"1160";"Omán";"Asia";1987;67,734;1593882;18115,22313
"1161";"Omán";"Asia";1992;71,197;1915208;18616,70691
"1162";"Omán";"Asia";1997;72,499;2283635;19702,05581
"1163";"Omán";"Asia";2002;74,193;2713462;19774,83687
"1164";"Omán";"Asia";2007;75,64;3204897;22316,19287
"1165";"Pakistán";"Asia";1952;43,436;41346560;684,5971438
"1166";"Pakistán";"Asia";1957;45,557;46679944;747,0835292
"1167";"Pakistán";"Asia";1962;47,67;53100671;803,3427418
"1168";"Pakistán";"Asia";1967;49,8;60641899;942,4082588
"1169";"Pakistán";"Asia";1972;51,929;69325921;1049,938981
"1170";"Pakistán";"Asia";1977;54,043;78152686;1175,921193
"1171";"Pakistán";"Asia";1982;56,158;91462088;1443,429832
"1172";"Pakistán";"Asia";1987;58,245;105186881;1704,686583
"1173";"Pakistán";"Asia";1992;60,838;120065004;1971,829464
"1174";"Pakistán";"Asia";1997;61,818;135564834;2049,350521
"1175";"Pakistán";"Asia";2002;63,61;153403524;2092,712441
"1176";"Pakistán";"Asia";2007;65,483;169270617;2605,94758
"1177";"Panamá";"Américas";1952;55,191;940080;2480,380334
"1178";"Panamá";"Américas";1957;59,201;1063506;2961,800905
"1179";"Panamá";"Américas";1962;61,817;1215725;3536,540301
"1180";"Panamá";"Américas";1967;64,071;1405486;4421,009084
"1181";"Panamá";"Américas";1972;66,216;1616384;5364,249663
"1182";"Panamá";"Américas";1977;68,681;1839782;5351,912144
"1183";"Panamá";"Américas";1982;70,472;2036305;7009,601598
"1184";"Panamá";"Américas";1987;71,523;2253639;7034,779161
"1185";"Panamá";"Américas";1992;72,462;2484997;6618,74305
"1186";"Panamá";"Américas";1997;73,738;2734531;7113,692252
"1187";"Panamá";"Américas";2002;74,712;2990875;7356,031934
"1188";"Panamá";"Américas";2007;75,537;3242173;9809,185636
"1189";"Paraguay";"Américas";1952;62,649;1555876;1952,308701
"1190";"Paraguay";"Américas";1957;63,196;1770902;2046,154706
"1191";"Paraguay";"Américas";1962;64,361;2009813;2148,027146
"1192";"Paraguay";"Américas";1967;64,951;2287985;2299,376311
"1193";"Paraguay";"Américas";1972;65,815;2614104;2523,337977
"1194";"Paraguay";"Américas";1977;66,353;2984494;3248,373311
"1195";"Paraguay";"Américas";1982;66,874;3366439;4258,503604
"1196";"Paraguay";"Américas";1987;67,378;3886512;3998,875695
"1197";"Paraguay";"Américas";1992;68,225;4483945;4196,411078
"1198";"Paraguay";"Américas";1997;69,4;5154123;4247,400261
"1199";"Paraguay";"Américas";2002;70,755;5884491;3783,674243
"1200";"Paraguay";"Américas";2007;71,752;6667147;4172,838464
"1201";"Perú";"Américas";1952;43,902;8025700;3758,523437
"1202";"Perú";"Américas";1957;46,263;9146100;4245,256698
"1203";"Perú";"Américas";1962;49,096;10516500;4957,037982
"1204";"Perú";"Américas";1967;51,445;12132200;5788,09333
"1205";"Perú";"Américas";1972;55,448;13954700;5937,827283
"1206";"Perú";"Américas";1977;58,447;15990099;6281,290855
"1207";"Perú";"Américas";1982;61,406;18125129;6434,501797
"1208";"Perú";"Américas";1987;64,134;20195924;6360,943444
"1209";"Perú";"Américas";1992;66,458;22430449;4446,380924
"1210";"Perú";"Américas";1997;68,386;24748122;5838,347657
"1211";"Perú";"Américas";2002;69,906;26769436;5909,020073
"1212";"Perú";"Américas";2007;71,421;28674757;7408,905561
"1213";"Filipinas";"Asia";1952;47,752;22438691;1272,880995
"1214";"Filipinas";"Asia";1957;51,334;26072194;1547,944844
"1215";"Filipinas";"Asia";1962;54,757;30325264;1649,552153
"1216";"Filipinas";"Asia";1967;56,393;35356600;1814,12743
"1217";"Filipinas";"Asia";1972;58,065;40850141;1989,37407
"1218";"Filipinas";"Asia";1977;60,06;46850962;2373,204287
"1219";"Filipinas";"Asia";1982;62,082;53456774;2603,273765
"1220";"Filipinas";"Asia";1987;64,151;60017788;2189,634995
"1221";"Filipinas";"Asia";1992;66,458;67185766;2279,324017
"1222";"Filipinas";"Asia";1997;68,564;75012988;2536,534925
"1223";"Filipinas";"Asia";2002;70,303;82995088;2650,921068
"1224";"Filipinas";"Asia";2007;71,688;91077287;3190,481016
"1225";"Polonia";"Europa";1952;61,31;25730551;4029,329699
"1226";"Polonia";"Europa";1957;65,77;28235346;4734,253019
"1227";"Polonia";"Europa";1962;67,64;30329617;5338,752143
"1228";"Polonia";"Europa";1967;69,61;31785378;6557,152776
"1229";"Polonia";"Europa";1972;70,85;33039545;8006,506993
"1230";"Polonia";"Europa";1977;70,67;34621254;9508,141454
"1231";"Polonia";"Europa";1982;71,32;36227381;8451,531004
"1232";"Polonia";"Europa";1987;70,98;37740710;9082,351172
"1233";"Polonia";"Europa";1992;70,99;38370697;7738,881247
"1234";"Polonia";"Europa";1997;72,75;38654957;10159,58368
"1235";"Polonia";"Europa";2002;74,67;38625976;12002,23908
"1236";"Polonia";"Europa";2007;75,563;38518241;15389,92468
"1237";"Portugal";"Europa";1952;59,82;8526050;3068,319867
"1238";"Portugal";"Europa";1957;61,51;8817650;3774,571743
"1239";"Portugal";"Europa";1962;64,39;9019800;4727,954889
"1240";"Portugal";"Europa";1967;66,6;9103000;6361,517993
"1241";"Portugal";"Europa";1972;69,26;8970450;9022,247417
"1242";"Portugal";"Europa";1977;70,41;9662600;10172,48572
"1243";"Portugal";"Europa";1982;72,77;9859650;11753,84291
"1244";"Portugal";"Europa";1987;74,06;9915289;13039,30876
"1245";"Portugal";"Europa";1992;74,86;9927680;16207,26663
"1246";"Portugal";"Europa";1997;75,97;10156415;17641,03156
"1247";"Portugal";"Europa";2002;77,29;10433867;19970,90787
"1248";"Portugal";"Europa";2007;78,098;10642836;20509,64777
"1249";"Puerto Rico";"Américas";1952;64,28;2227000;3081,959785
"1250";"Puerto Rico";"Américas";1957;68,54;2260000;3907,156189
"1251";"Puerto Rico";"Américas";1962;69,62;2448046;5108,34463
"1252";"Puerto Rico";"Américas";1967;71,1;2648961;6929,277714
"1253";"Puerto Rico";"Américas";1972;72,16;2847132;9123,041742
"1254";"Puerto Rico";"Américas";1977;73,44;3080828;9770,524921
"1255";"Puerto Rico";"Américas";1982;73,75;3279001;10330,98915
"1256";"Puerto Rico";"Américas";1987;74,63;3444468;12281,34191
"1257";"Puerto Rico";"Américas";1992;73,911;3585176;14641,58711
"1258";"Puerto Rico";"Américas";1997;74,917;3759430;16999,4333
"1259";"Puerto Rico";"Américas";2002;77,778;3859606;18855,60618
"1260";"Puerto Rico";"Américas";2007;78,746;3942491;19328,70901
"1261";"Reunión";"África";1952;52,724;257700;2718,885295
"1262";"Reunión";"África";1957;55,09;308700;2769,451844
"1263";"Reunión";"África";1962;57,666;358900;3173,72334
"1264";"Reunión";"África";1967;60,542;414024;4021,175739
"1265";"Reunión";"África";1972;64,274;461633;5047,658563
"1266";"Reunión";"África";1977;67,064;492095;4319,804067
"1267";"Reunión";"África";1982;69,885;517810;5267,219353
"1268";"Reunión";"África";1987;71,913;562035;5303,377488
"1269";"Reunión";"África";1992;73,615;622191;6101,255823
"1270";"Reunión";"África";1997;74,772;684810;6071,941411
"1271";"Reunión";"África";2002;75,744;743981;6316,1652
"1272";"Reunión";"África";2007;76,442;798094;7670,122558
"1273";"Rumania";"Europa";1952;61,05;16630000;3144,613186
"1274";"Rumania";"Europa";1957;64,1;17829327;3943,370225
"1275";"Rumania";"Europa";1962;66,8;18680721;4734,997586
"1276";"Rumania";"Europa";1967;66,8;19284814;6470,866545
"1277";"Rumania";"Europa";1972;69,21;20662648;8011,414402
"1278";"Rumania";"Europa";1977;69,46;21658597;9356,39724
"1279";"Rumania";"Europa";1982;69,66;22356726;9605,314053
"1280";"Rumania";"Europa";1987;69,53;22686371;9696,273295
"1281";"Rumania";"Europa";1992;69,36;22797027;6598,409903
"1282";"Rumania";"Europa";1997;69,72;22562458;7346,547557
"1283";"Rumania";"Europa";2002;71,322;22404337;7885,360081
"1284";"Rumania";"Europa";2007;72,476;22276056;10808,47561
"1285";"Ruanda";"África";1952;40;2534927;493,3238752
"1286";"Ruanda";"África";1957;41,5;2822082;540,2893983
"1287";"Ruanda";"África";1962;43;3051242;597,4730727
"1288";"Ruanda";"África";1967;44,1;3451079;510,9637142
"1289";"Ruanda";"África";1972;44,6;3992121;590,5806638
"1290";"Ruanda";"África";1977;45;4657072;670,0806011
"1291";"Ruanda";"África";1982;46,218;5507565;881,5706467
"1292";"Ruanda";"África";1987;44,02;6349365;847,991217
"1293";"Ruanda";"África";1992;23,599;7290203;737,0685949
"1294";"Ruanda";"África";1997;36,087;7212583;589,9445051
"1295";"Ruanda";"África";2002;43,413;7852401;785,6537648
"1296";"Ruanda";"África";2007;46,242;8860588;863,0884639
"1297";"Santo Tomé y Príncipe";"África";1952;46,471;60011;879,5835855
"1298";"Santo Tomé y Príncipe";"África";1957;48,945;61325;860,7369026
"1299";"Santo Tomé y Príncipe";"África";1962;51,893;65345;1071,551119
"1300";"Santo Tomé y Príncipe";"África";1967;54,425;70787;1384,840593
"1301";"Santo Tomé y Príncipe";"África";1972;56,48;76595;1532,985254
"1302";"Santo Tomé y Príncipe";"África";1977;58,55;86796;1737,561657
"1303";"Santo Tomé y Príncipe";"África";1982;60,351;98593;1890,218117
"1304";"Santo Tomé y Príncipe";"África";1987;61,728;110812;1516,525457
"1305";"Santo Tomé y Príncipe";"África";1992;62,742;125911;1428,777814
"1306";"Santo Tomé y Príncipe";"África";1997;63,306;145608;1339,076036
"1307";"Santo Tomé y Príncipe";"África";2002;64,337;170372;1353,09239
"1308";"Santo Tomé y Príncipe";"África";2007;65,528;199579;1598,435089
"1309";"Arabia Saudita";"Asia";1952;39,875;4005677;6459,554823
"1310";"Arabia Saudita";"Asia";1957;42,868;4419650;8157,591248
"1311";"Arabia Saudita";"Asia";1962;45,914;4943029;11626,41975
"1312";"Arabia Saudita";"Asia";1967;49,901;5618198;16903,04886
"1313";"Arabia Saudita";"Asia";1972;53,886;6472756;24837,42865
"1314";"Arabia Saudita";"Asia";1977;58,69;8128505;34167,7626
"1315";"Arabia Saudita";"Asia";1982;63,012;11254672;33693,17525
"1316";"Arabia Saudita";"Asia";1987;66,295;14619745;21198,26136
"1317";"Arabia Saudita";"Asia";1992;68,768;16945857;24841,61777
"1318";"Arabia Saudita";"Asia";1997;70,533;21229759;20586,69019
"1319";"Arabia Saudita";"Asia";2002;71,626;24501530;19014,54118
"1320";"Arabia Saudita";"Asia";2007;72,777;27601038;21654,83194
"1321";"Senegal";"África";1952;37,278;2755589;1450,356983
"1322";"Senegal";"África";1957;39,329;3054547;1567,653006
"1323";"Senegal";"África";1962;41,454;3430243;1654,988723
"1324";"Senegal";"África";1967;43,563;3965841;1612,404632
"1325";"Senegal";"África";1972;45,815;4588696;1597,712056
"1326";"Senegal";"África";1977;48,879;5260855;1561,769116
"1327";"Senegal";"África";1982;52,379;6147783;1518,479984
"1328";"Senegal";"África";1987;55,769;7171347;1441,72072
"1329";"Senegal";"África";1992;58,196;8307920;1367,899369
"1330";"Senegal";"África";1997;60,187;9535314;1392,368347
"1331";"Senegal";"África";2002;61,6;10870037;1519,635262
"1332";"Senegal";"África";2007;63,062;12267493;1712,472136
"1333";"Serbia";"Europa";1952;57,996;6860147;3581,459448
"1334";"Serbia";"Europa";1957;61,685;7271135;4981,090891
"1335";"Serbia";"Europa";1962;64,531;7616060;6289,629157
"1336";"Serbia";"Europa";1967;66,914;7971222;7991,707066
"1337";"Serbia";"Europa";1972;68,7;8313288;10522,06749
"1338";"Serbia";"Europa";1977;70,3;8686367;12980,66956
"1339";"Serbia";"Europa";1982;70,162;9032824;15181,0927
"1340";"Serbia";"Europa";1987;71,218;9230783;15870,87851
"1341";"Serbia";"Europa";1992;71,659;9826397;9325,068238
"1342";"Serbia";"Europa";1997;72,232;10336594;7914,320304
"1343";"Serbia";"Europa";2002;73,213;10111559;7236,075251
"1344";"Serbia";"Europa";2007;74,002;10150265;9786,534714
"1345";"Sierra Leona";"África";1952;30,331;2143249;879,7877358
"1346";"Sierra Leona";"África";1957;31,57;2295678;1004,484437
"1347";"Sierra Leona";"África";1962;32,767;2467895;1116,639877
"1348";"Sierra Leona";"África";1967;34,113;2662190;1206,043465
"1349";"Sierra Leona";"África";1972;35,4;2879013;1353,759762
"1350";"Sierra Leona";"África";1977;36,788;3140897;1348,285159
"1351";"Sierra Leona";"África";1982;38,445;3464522;1465,010784
"1352";"Sierra Leona";"África";1987;40,006;3868905;1294,447788
"1353";"Sierra Leona";"África";1992;38,333;4260884;1068,696278
"1354";"Sierra Leona";"África";1997;39,897;4578212;574,6481576
"1355";"Sierra Leona";"África";2002;41,012;5359092;699,489713
"1356";"Sierra Leona";"África";2007;42,568;6144562;862,5407561
"1357";"Singapur";"Asia";1952;60,396;1127000;2315,138227
"1358";"Singapur";"Asia";1957;63,179;1445929;2843,104409
"1359";"Singapur";"Asia";1962;65,798;1750200;3674,735572
"1360";"Singapur";"Asia";1967;67,946;1977600;4977,41854
"1361";"Singapur";"Asia";1972;69,521;2152400;8597,756202
"1362";"Singapur";"Asia";1977;70,795;2325300;11210,08948
"1363";"Singapur";"Asia";1982;71,76;2651869;15169,16112
"1364";"Singapur";"Asia";1987;73,56;2794552;18861,53081
"1365";"Singapur";"Asia";1992;75,788;3235865;24769,8912
"1366";"Singapur";"Asia";1997;77,158;3802309;33519,4766
"1367";"Singapur";"Asia";2002;78,77;4197776;36023,1054
